Domain Code,Domain,Area Code (FAO),Country,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1961,1961,tonnes,45000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1962,1962,tonnes,45000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1963,1963,tonnes,50000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1964,1964,tonnes,50000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1965,1965,tonnes,50000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1966,1966,tonnes,48000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1967,1967,tonnes,48000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1968,1968,tonnes,48000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1969,1969,tonnes,43000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1970,1970,tonnes,43000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1971,1971,tonnes,43000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1972,1972,tonnes,45000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1973,1973,tonnes,45000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1974,1974,tonnes,45000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1975,1975,tonnes,45164,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1976,1976,tonnes,69869,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1977,1977,tonnes,110462,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1978,1978,tonnes,101387,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1979,1979,tonnes,92414,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1980,1980,tonnes,102404,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1981,1981,tonnes,57277,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1982,1982,tonnes,75978,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1983,1983,tonnes,116173,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1984,1984,tonnes,74223,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1985,1985,tonnes,45885,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1986,1986,tonnes,50263,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1987,1987,tonnes,55258,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1988,1988,tonnes,130922,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1989,1989,tonnes,67593,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1990,1990,tonnes,89343,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1991,1991,tonnes,89749,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1992,1992,tonnes,154200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1993,1993,tonnes,179637,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1994,1994,tonnes,108812,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1995,1995,tonnes,110000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1996,1996,tonnes,131516,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1997,1997,tonnes,148917,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1998,1998,tonnes,161065,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1999,1999,tonnes,173088,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2000,2000,tonnes,166692,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2001,2001,tonnes,244943,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2002,2002,tonnes,162362,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2003,2003,tonnes,254737,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2004,2004,tonnes,227099,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2005,2005,tonnes,261170,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2006,2006,tonnes,268776,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2007,2007,tonnes,396517,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2008,2008,tonnes,397286,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2009,2009,tonnes,392379,,Official data
